INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I172037269,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,293,,2017-05-12 10:53:37,2017,5,Friday,10,Part Three,LAMBERT AVE,42.32712014,-71.09034535,"(42.32712014, -71.09034535)"
I172037268,03115,Investigate Person,INVESTIGATE PERSON,B2,265,,2017-05-12 11:05:00,2017,5,Friday,11,Part Three,IRWIN AVE,42.32146220,-71.07803670,"(42.32146220, -71.07803670)"
I172037266,03410,Towed,TOWED MOTOR VEHICLE,B3,422,,2017-05-12 09:17:00,2017,5,Friday,9,Part Three,MEADOWBANK AVE,42.27133776,-71.08143197,"(42.27133776, -71.08143197)"
I172037265,03830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,D4,137,,2017-05-12 10:08:00,2017,5,Friday,10,Part Three,COMMONWEALTH AVE,42.35023814,-71.08356549,"(42.35023814, -71.08356549)"
I172037264,00613,Larceny,LARCENY SHOPLIFTING,A1,111,,2017-05-12 10:01:00,2017,5,Friday,10,Part One,WASHINGTON ST,42.35272948,-71.06256291,"(42.35272948, -71.06256291)"
I172037263,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,388,,2017-05-12 09:42:00,2017,5,Friday,9,Part Three,DORCHESTER AVE,42.27839920,-71.06636305,"(42.27839920, -71.06636305)"
I172037262,00615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,D14,778,,2017-05-03 00:00:00,2017,5,Wednesday,0,Part One,WASHINGTON ST,42.34905600,-71.15049850,"(42.34905600, -71.15049850)"
I172037261,02906,Violations,VAL - OPERATING UNREG/UNINS �CAR,E13,307,,2017-05-12 10:32:00,2017,5,Friday,10,Part Two,COLUMBUS AVE,42.31590032,-71.09820045,"(42.31590032, -71.09820045)"
I172037260,03002,Medical Assistance,ANIMAL CONTROL - DOG BITES - ETC.,C11,333,,2017-05-12 09:56:00,2017,5,Friday,9,Part Three,HAMILTON ST,42.30964232,-71.07164922,"(42.30964232, -71.07164922)"
I172037259,02647,Other,THREATS TO DO BODILY HARM,A1,104,,2017-05-04 13:00:00,2017,5,Thursday,13,Part Two,ARCH ST,42.35631391,-71.05778101,"(42.35631391, -71.05778101)"
I172037258,03125,Warrant Arrests,WARRANT ARREST,C6,207,,2017-05-12 10:15:00,2017,5,Friday,10,Part Three,COURTHOUSE WAY,42.35404844,-71.04639023,"(42.35404844, -71.04639023)"
I172037257,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY �DAMAGE,E5,564,,2017-05-12 09:35:00,2017,5,Friday,9,Part Three,WASHINGTON ST,42.29723412,-71.11669286,"(42.29723412, -71.11669286)"
I172037256,01845,Drug Violation,DRUGS - POSS CLASS D,B2,329,,2017-05-12 09:00:00,2017,5,Friday,9,Part Two,WASHINGTON ST,42.30649283,-71.08180677,"(42.30649283, -71.08180677)"
I172037255,02007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,C11,337,,2017-05-11 08:30:00,2017,5,Thursday,8,Part Two,GENEVA AVE,42.30461251,-71.07296566,"(42.30461251, -71.07296566)"
I172037254,03114,Investigate Property,INVESTIGATE PROPERTY,A1,82,,2017-05-12 10:24:00,2017,5,Friday,10,Part Three,COMMERCIAL ST,42.36727100,-71.05272807,"(42.36727100, -71.05272807)"
I172037252,03115,Investigate Person,INVESTIGATE PERSON,C11,341,,2017-05-12 10:07:00,2017,5,Friday,10,Part Three,SPEEDWELL ST,42.30406722,-71.06760042,"(42.30406722, -71.06760042)"
I172037250,01402,Vandalism,VANDALISM,B3,457,,2017-05-12 09:35:00,2017,5,Friday,9,Part Two,MCLELLAN ST,42.29946190,-71.08360148,"(42.29946190, -71.08360148)"
I172037249,00617,Larceny,LARCENY THEFT FROM BUILDING,C11,359,,2017-05-11 18:30:00,2017,5,Thursday,18,Part One,WALDECK ST,42.29504819,-71.06688958,"(42.29504819, -71.06688958)"
I172037248,02907,Violations,VAL - OPERATING AFTER REV/SUSP.,E13,574,,2017-05-12 09:33:28,2017,5,Friday,9,Part Two,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971857, -71.10429432)"
I172037248,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY �DAMAGE,E13,574,,2017-05-12 09:33:28,2017,5,Friday,9,Part Three,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971857, -71.10429432)"
I172037248,02102,Operating Under the Influence,OPERATING UNDER THE INFLUENCE DRUGS,E13,574,,2017-05-12 09:33:28,2017,5,Friday,9,Part Two,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971857, -71.10429432)"
I172037247,03115,Investigate Person,INVESTIGATE PERSON,D4,168,,2017-05-12 09:08:00,2017,5,Friday,9,Part Three,E NEWTON ST,42.33845708,-71.07309843,"(42.33845708, -71.07309843)"
I172037246,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,105,,2017-05-12 09:29:00,2017,5,Friday,9,Part Three,SUMMER ST,42.35521625,-71.06012863,"(42.35521625, -71.06012863)"
I172037245,02647,Other,THREATS TO DO BODILY HARM,B3,944,,2017-05-09 14:00:00,2017,5,Tuesday,14,Part Two,STRATTON ST,42.29017432,-71.08808525,"(42.29017432, -71.08808525)"
I172037244,00616,Larceny,LARCENY THEFT OF BICYCLE,A1,83,,2017-05-10 22:00:00,2017,5,Wednesday,22,Part One,UNITY ST,42.36642820,-71.05375524,"(42.36642820, -71.05375524)"
I172037243,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,334,,2017-05-12 09:20:45,2017,5,Friday,9,Part Three,HOWE ST,42.31136188,-71.06442310,"(42.31136188, -71.06442310)"
I172037242,01107,Fraud,FRAUD - IMPERSONATION,B3,427,,2017-04-06 14:15:00,2017,4,Thursday,14,Part Two,FESSENDEN ST,42.27855984,-71.09199697,"(42.27855984, -71.09199697)"
I172037241,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,E13,639,,2017-05-12 09:35:00,2017,5,Friday,9,Part Two,ROBINWOOD AVE,42.31624019,-71.11267011,"(42.31624019, -71.11267011)"
I172037240,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),E5,563,,2017-05-12 09:31:00,2017,5,Friday,9,Other,FLORENCE ST,42.28756847,-71.12281551,"(42.28756847, -71.12281551)"
I172037239,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,76,,2017-05-10 16:50:00,2017,5,Wednesday,16,Part Two,CANAL ST,42.36489527,-71.06050249,"(42.36489527, -71.06050249)"
I172037238,01402,Vandalism,VANDALISM,C6,186,,2017-05-11 17:00:00,2017,5,Thursday,17,Part Two,BOSTON ST,42.32260249,-71.06094182,"(42.32260249, -71.06094182)"
I172037238,02610,Other,TRESPASSING,C6,186,,2017-05-11 17:00:00,2017,5,Thursday,17,Part Two,BOSTON ST,42.32260249,-71.06094182,"(42.32260249, -71.06094182)"
I172037237,01102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,D4,285,,2017-05-01 00:01:00,2017,5,Monday,0,Part Two,TREMONT ST,42.33698202,-71.08458699,"(42.33698202, -71.08458699)"
I172037236,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,145,,2017-05-12 09:00:00,2017,5,Friday,9,Part One,DURHAM ST,42.34403563,-71.08117746,"(42.34403563, -71.08117746)"
I172037235,03410,Towed,TOWED MOTOR VEHICLE,C6,219,,2017-05-12 09:08:00,2017,5,Friday,9,Part Three,G ST,42.33149483,-71.04411707,"(42.33149483, -71.04411707)"
I172037234,03502,Missing Person Located,MISSING PERSON - LOCATED,B2,292,,2017-05-12 08:31:00,2017,5,Friday,8,Part Three,BOSTON ST,42.32692112,-71.05841861,"(42.32692112, -71.05841861)"
I172037233,02610,Other,TRESPASSING,A1,79,,2017-05-12 08:44:00,2017,5,Friday,8,Part Two,THACHER CT,42.36549814,-71.05786459,"(42.36549814, -71.05786459)"
I172037233,03125,Warrant Arrests,WARRANT ARREST,A1,79,,2017-05-12 08:44:00,2017,5,Friday,8,Part Three,THACHER CT,42.36549814,-71.05786459,"(42.36549814, -71.05786459)"
I172037232,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,365,,2017-05-12 08:41:00,2017,5,Friday,8,Part Three,DORCHESTER AVE,42.29025219,-71.06304942,"(42.29025219, -71.06304942)"
I172037231,02629,Harassment,HARASSMENT,B2,239,,2017-05-12 09:11:00,2017,5,Friday,9,Part Two,COLUMBIA RD,42.31748189,-71.06450704,"(42.31748189, -71.06450704)"
I172037230,03803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B3, ,,2017-05-12 08:30:00,2017,5,Friday,8,Part Three,HARVARD ST,,,"(0.00000000, 0.00000000)"
I172037229,03410,Towed,TOWED MOTOR VEHICLE,B2,326,,2017-05-12 08:38:00,2017,5,Friday,8,Part Three,INTERVALE ST,42.31141864,-71.07964760,"(42.31141864, -71.07964760)"
I172037228,03115,Investigate Person,INVESTIGATE PERSON,D4,143,,2017-05-12 08:07:00,2017,5,Friday,8,Part Three,BOYLSTON ST,42.34932471,-71.08014801,"(42.34932471, -71.08014801)"
I172037226,03115,Investigate Person,INVESTIGATE PERSON,C11,340,,2017-05-12 08:03:00,2017,5,Friday,8,Part Three,BOWDOIN ST,42.30648026,-71.06675783,"(42.30648026, -71.06675783)"
I172037225,03208,Property Lost,PROPERTY - MISSING,C11,823,,2017-05-11 18:00:00,2017,5,Thursday,18,Part Three,PEVERELL ST,42.31358079,-71.06105488,"(42.31358079, -71.06105488)"
I172037224,03821,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,B2,614,,2017-05-12 08:18:30,2017,5,Friday,8,Part Three,BINNEY ST,42.33825190,-71.10613840,"(42.33825190, -71.10613840)"
I172037223,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,472,,2017-05-12 06:37:00,2017,5,Friday,6,Part One,ORLANDO ST,42.27544327,-71.09817294,"(42.27544327, -71.09817294)"
I172037221,00423,Aggravated Assault,ASSAULT - AGGRAVATED,A7,26,,2017-05-11 22:00:00,2017,5,Thursday,22,Part One,BORDER ST,42.38093345,-71.04023929,"(42.38093345, -71.04023929)"
I172037220,01843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B2,265,,2017-05-12 06:55:00,2017,5,Friday,6,Part Two,IRWIN AVE,42.32146220,-71.07803670,"(42.32146220, -71.07803670)"
I172037219,03410,Towed,TOWED MOTOR VEHICLE,B3,428,,2017-05-12 05:59:00,2017,5,Friday,5,Part Three,SUTTON ST,42.28197224,-71.08912459,"(42.28197224, -71.08912459)"
I172037217,03410,Towed,TOWED MOTOR VEHICLE,E18,480,,2017-05-12 04:50:00,2017,5,Friday,4,Part Three,CUMMINS HWY,42.27048560,-71.10106225,"(42.27048560, -71.10106225)"
I172037216,01402,Vandalism,VANDALISM,E18,525,,2017-05-11 20:00:00,2017,5,Thursday,20,Part Two,NEPONSET VALLEY PKWY,42.23707712,-71.13141342,"(42.23707712, -71.13141342)"
I172037214,01402,Vandalism,VANDALISM,B2,291,,2017-05-12 02:30:00,2017,5,Friday,2,Part Two,JOHN ELIOT SQ,42.33001318,-71.09117863,"(42.33001318, -71.09117863)"
I172037211,03301,Verbal Disputes,VERBAL DISPUTE,B3,434,,2017-05-12 00:07:00,2017,5,Friday,0,Part Three,CAPEN ST,42.28387658,-71.08099354,"(42.28387658, -71.08099354)"
I172037210,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,593,,2017-05-12 01:04:00,2017,5,Friday,1,Part Three,BROOKLINE AVE,42.33852947,-71.10768028,"(42.33852947, -71.10768028)"
I172037209,01402,Vandalism,VANDALISM,B2,318,,2017-05-11 23:40:00,2017,5,Thursday,23,Part Two,SEAVER ST,42.30878855,-71.09055618,"(42.30878855, -71.09055618)"
I172037208,03301,Verbal Disputes,VERBAL DISPUTE,B2,330,,2017-05-12 01:46:00,2017,5,Friday,1,Part Three,COLUMBIA RD,42.30370925,-71.08313459,"(42.30370925, -71.08313459)"
I172037207,02632,Evading Fare,EVADING FARE,B2,297,,2017-05-12 01:49:00,2017,5,Friday,1,Part Two,FENNO ST,42.32262111,-71.08431097,"(42.32262111, -71.08431097)"
I172037206,03115,Investigate Person,INVESTIGATE PERSON,A1,117,,2017-05-12 01:48:00,2017,5,Friday,1,Part Three,TREMONT ST,42.35140041,-71.06480285,"(42.35140041, -71.06480285)"
I172037205,00619,Larceny,LARCENY ALL OTHERS,A1,101,,2017-05-12 01:51:00,2017,5,Friday,1,Part One,MILK ST,42.35857047,-71.05271985,"(42.35857047, -71.05271985)"
I172037204,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,121,,2017-05-12 02:02:00,2017,5,Friday,2,Part Two,STUART ST,42.35106637,-71.06549569,"(42.35106637, -71.06549569)"
I172037203,02900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,D14,760,,2017-05-12 02:18:00,2017,5,Friday,2,Part Two,BEECHCROFT ST,42.34982008,-71.16121989,"(42.34982008, -71.16121989)"
I172037203,03410,Towed,TOWED MOTOR VEHICLE,D14,760,,2017-05-12 02:18:00,2017,5,Friday,2,Part Three,BEECHCROFT ST,42.34982008,-71.16121989,"(42.34982008, -71.16121989)"
I172037202,00361,Robbery,ROBBERY - OTHER,D4,624,,2017-05-12 01:35:00,2017,5,Friday,1,Part One,BOYLSTON ST,42.34529523,-71.09509486,"(42.34529523, -71.09509486)"
I172037202,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,624,,2017-05-12 01:35:00,2017,5,Friday,1,Part Two,BOYLSTON ST,42.34529523,-71.09509486,"(42.34529523, -71.09509486)"
I172037201,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,101,,2017-05-12 00:05:00,2017,5,Friday,0,Part One,BROAD ST,42.35824479,-71.05415356,"(42.35824479, -71.05415356)"
I172037200,03125,Warrant Arrests,WARRANT ARREST,A15,55,,2017-05-12 01:23:00,2017,5,Friday,1,Part Three,SCHOOL ST,42.37692554,-71.06538327,"(42.37692554, -71.06538327)"
I172037199,01402,Vandalism,VANDALISM,E13,572,,2017-05-12 01:21:00,2017,5,Friday,1,Part Two,WALNUT AVE,42.31139893,-71.09780893,"(42.31139893, -71.09780893)"
I172037198,03114,Investigate Property,INVESTIGATE PROPERTY,B2,237,,2017-05-12 00:36:00,2017,5,Friday,0,Part Three,CAWFIELD ST,42.31993148,-71.06368978,"(42.31993148, -71.06368978)"
I172037197,03820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,D4, ,,2017-05-12 01:02:00,2017,5,Friday,1,Part Three,CLARENDON ST,,,"(0.00000000, 0.00000000)"
I172037195,00423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,316,,2017-05-12 00:38:00,2017,5,Friday,0,Part One,SEAVER ST,42.31275031,-71.09388736,"(42.31275031, -71.09388736)"
I172037195,03125,Warrant Arrests,WARRANT ARREST,B2,316,,2017-05-12 00:38:00,2017,5,Friday,0,Part Three,SEAVER ST,42.31275031,-71.09388736,"(42.31275031, -71.09388736)"
I172037194,03402,Service,ANIMAL INCIDENTS,A7,7,,2017-05-12 00:34:00,2017,5,Friday,0,Part Three,BLACKINTON ST,42.38816454,-71.00372160,"(42.38816454, -71.00372160)"
I172037193,03125,Warrant Arrests,WARRANT ARREST,A1, ,,2017-05-12 00:30:00,2017,5,Friday,0,Part Three,,,,"(0.00000000, 0.00000000)"
I172037192,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,E5,910,,2017-05-12 00:21:00,2017,5,Friday,0,Part Two,WASHINGTON ST,42.27800645,-71.13733723,"(42.27800645, -71.13733723)"
I172037190,03301,Verbal Disputes,VERBAL DISPUTE,C6,914,,2017-05-12 00:07:00,2017,5,Friday,0,Part Three,MONSIGNOR DENNIS F O'CALL,42.32476494,-71.05340359,"(42.32476494, -71.05340359)"
I172037189,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,624,,2017-05-11 23:52:00,2017,5,Thursday,23,Part Two,LANSDOWNE ST,42.34717363,-71.09644390,"(42.34717363, -71.09644390)"
I172037188,03410,Towed,TOWED MOTOR VEHICLE,D4,621,,2017-05-12 00:27:00,2017,5,Friday,0,Part Three,MASSACHUSETTS AVE,42.34988318,-71.08901674,"(42.34988318, -71.08901674)"
I172037187,03410,Towed,TOWED MOTOR VEHICLE,A7,23,,2017-05-12 00:07:00,2017,5,Friday,0,Part Three,MARION ST,42.37695059,-71.03646476,"(42.37695059, -71.03646476)"
I172037185,02900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,C11,254,,2017-05-11 23:16:00,2017,5,Thursday,23,Part Two,DORCHESTER AVE,42.30765930,-71.05840850,"(42.30765930, -71.05840850)"
I172037185,02907,Violations,VAL - OPERATING AFTER REV/SUSP.,C11,254,,2017-05-11 23:16:00,2017,5,Thursday,23,Part Two,DORCHESTER AVE,42.30765930,-71.05840850,"(42.30765930, -71.05840850)"
I172037184,03108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",B2,267,,2017-05-11 23:18:00,2017,5,Thursday,23,Part Three,MOUNT PLEASANT AVE,42.32819458,-71.07933430,"(42.32819458, -71.07933430)"
I172037183,03820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,D4,627,,2017-05-11 23:28:00,2017,5,Thursday,23,Part Three,BOYLSTON ST,42.34396866,-71.10001300,"(42.34396866, -71.10001300)"
I172037182,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,927,,2017-05-11 23:10:00,2017,5,Thursday,23,Part One,MELVILLE AVE,42.29380964,-71.07001148,"(42.29380964, -71.07001148)"
I172037182,03125,Warrant Arrests,WARRANT ARREST,C11,927,,2017-05-11 23:10:00,2017,5,Thursday,23,Part Three,MELVILLE AVE,42.29380964,-71.07001148,"(42.29380964, -71.07001148)"
I172037181,03410,Towed,TOWED MOTOR VEHICLE,C6,188,,2017-05-11 23:03:00,2017,5,Thursday,23,Part Three,MOUNT VERNON ST,42.32231617,-71.05873107,"(42.32231617, -71.05873107)"
I172037180,03202,Property Found,PROPERTY - LOST THEN LOCATED,C11,334,,2017-05-11 21:50:00,2017,5,Thursday,21,Part Three,HENDRY ST,42.30893903,-71.06461576,"(42.30893903, -71.06461576)"
I172037179,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,481,,2017-05-11 22:58:00,2017,5,Thursday,22,Part Three,ROSEWOOD ST,42.26761320,-71.09848676,"(42.26761320, -71.09848676)"
I172037178,01830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,A15,900,,2017-05-11 22:57:00,2017,5,Thursday,22,Part Two,MONUMENT ST,42.37932087,-71.05914440,"(42.37932087, -71.05914440)"
I172037177,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,305,,2017-05-11 22:53:00,2017,5,Thursday,22,Part Three,WALNUT AVE,42.31878339,-71.09074228,"(42.31878339, -71.09074228)"
I172037176,03410,Towed,TOWED MOTOR VEHICLE,E5,561,,2017-05-11 22:03:00,2017,5,Thursday,22,Part Three,RIDGE ST,42.28558754,-71.12081703,"(42.28558754, -71.12081703)"
I172037175,03301,Verbal Disputes,VERBAL DISPUTE,B2,326,,2017-05-11 22:31:00,2017,5,Thursday,22,Part Three,PERTH ST,42.31310004,-71.07639747,"(42.31310004, -71.07639747)"
I172037174,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,255,,2017-05-11 22:41:00,2017,5,Thursday,22,Part One,DORCHESTER AVE,42.31091044,-71.05767414,"(42.31091044, -71.05767414)"
